hardware_family,hardware_size,family,size,instance_index,method,instance_source,problem_seed,instance_manifest,projection_regime,projection_topology_family,num_variables,num_states,reference_optimum_objective,reference_optimum_source,reference_objective_sense,reference_match_tolerance,num_inequality_quadratic_terms,sqa_logical_cop,sqa_fea,sqa_gap,optimum_probability,cop,true_optimum_objective,best_feasible_objective,best_feasible_gap,objective_gap,num_feasible_reads,feasible_read_fraction,sqa_num_reads,sqa_num_sweeps,sqa_num_sweeps_per_beta,sqa_chain_strength_fraction,sqa_schedule_id,sqa_schedule_kind,sqa_schedule_anchor_size,sqa_beta_scale,sqa_total_schedule_time,sqa_anneal_schedule,mean_sqa_energy_gap,sqa_optimum_rate,physical_qubits,mean_chain_length,max_chain_length,mean_chain_break_fraction,broken_read_rate,effective_chain_strength,embedded_chain_to_problem_ratio,projected_sample_size,projected_num_quadratic_couplers,projection_method,projection_summary_method,projection_measure,projection_measure_lam,projection_penalty_template,projection_selection_mode,projection_selection_source,projection_candidate_rank,projected_standardize,projected_equality_multiplier,projected_inequality_multiplier,normalization_regime,per_constraint_standardization,qubo_normalization_scale,up_equality_multiplier,up_inequality_multiplier,up_lambda1_shape,up_lambda2_shape,up_lambda_gauge,up_lambda0,up_lambda1,up_lambda2
zephyr,16,mis,20,3,unbalanced,seed_manifest,10919962528462301950,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-9.0,cplex_cache,min,1e-09,36,1048.576,0.128,0.0,0.001,1048.576,-9.0,-9.0,0.0,0.0,128,0.128,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3784722222222222,0.001,23,1.15,2,0.0007,0.014,2.318075859562567,1.9093916570707883,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,0.7763965229357475,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,20,3,projected_full,seed_manifest,10919962528462301950,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-9.0,cplex_cache,min,1e-09,36,0.0,0.035,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,35,0.035,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.33015873015873015,0.0,49,2.45,3,0.006600000000000002,0.124,2.6828763304401058,1.0285442873196964,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.119236515569105,,,,,,,,
zephyr,16,mis,20,3,projected_up_support,seed_manifest,10919962528462301950,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-9.0,cplex_cache,min,1e-09,36,1048.576,0.051,0.0,0.001,1048.576,-9.0,-9.0,0.0,0.0,51,0.051,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3050108932461873,0.001,23,1.15,2,0.0005,0.01,2.6828763668754307,2.1816350169160597,32768,36,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036633245,,,,,,,,
zephyr,16,mis,20,3,projected_topology,seed_manifest,10919962528462301950,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,20,1048576,-9.0,cplex_cache,min,1e-09,36,0.0,0.088,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,88,0.088,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.41540404040404044,0.0,20,1.0,1,0.0,0.0,0.0,,32768,40,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.2165070820659811,per_constraint_standardized_rows_v1,True,1.1391236887754077,,,,,,,,
chimera,16,mis,20,4,unbalanced,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-9.0,cplex_cache,min,1e-09,40,5242.88,0.227,0.0,0.005,5242.88,-9.0,-9.0,0.0,0.0,227,0.227,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3357807146353402,0.005,43,2.15,4,0.0029000000000000002,0.057,2.828,0.9757730655807619,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,0.6708270494603724,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,20,4,projected_full,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-9.0,cplex_cache,min,1e-09,40,1048.576,0.057,0.0,0.001,1048.576,-9.0,-9.0,0.0,0.0,57,0.057,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.33528265107212474,0.001,131,6.55,8,0.02055,0.338,2.8279999410565804,0.6717195283437741,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365278271594,,,,,,,,
chimera,16,mis,20,4,projected_up_support,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-9.0,cplex_cache,min,1e-09,40,3145.728,0.062,0.0,0.003,3145.728,-9.0,-9.0,0.0,0.0,62,0.062,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.29569892473118264,0.003,45,2.25,4,0.0045,0.085,2.8279999999910355,1.0201437403773246,32768,40,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036617924,,,,,,,,
chimera,16,mis,20,4,projected_topology,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,20,1048576,-9.0,cplex_cache,min,1e-09,40,0.0,0.05,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,50,0.05,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.44888888888888884,0.0,20,1.0,1,0.0,0.0,0.0,,32768,23,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.2162888739917425,per_constraint_standardized_rows_v1,True,2.4156387169786333,,,,,,,,
pegasus,16,mis,20,4,unbalanced,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-9.0,cplex_cache,min,1e-09,40,6291.456,0.231,0.0,0.006,6291.456,-9.0,-9.0,0.0,0.0,231,0.231,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.33670033670033667,0.006,24,1.2,2,0.0004,0.008,2.828,1.8613562209690098,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,0.6708270494603724,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,20,4,projected_full,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-9.0,cplex_cache,min,1e-09,40,1048.576,0.048,0.0,0.001,1048.576,-9.0,-9.0,0.0,0.0,48,0.048,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2916666666666667,0.001,54,2.7,3,0.006300000000000001,0.114,2.8279999410565804,1.0270398812360895,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365278271594,,,,,,,,
pegasus,16,mis,20,4,projected_up_support,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-9.0,cplex_cache,min,1e-09,40,3145.728,0.062,0.0,0.003,3145.728,-9.0,-9.0,0.0,0.0,62,0.062,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2508960573476703,0.003,24,1.2,2,0.0008500000000000001,0.017,2.8279999999910355,2.171514769658319,32768,40,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036617924,,,,,,,,
pegasus,16,mis,20,4,projected_topology,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,20,1048576,-9.0,cplex_cache,min,1e-09,40,0.0,0.081,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,81,0.081,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.37997256515775035,0.0,20,1.0,1,0.0,0.0,0.0,,32768,50,projected_pegasus,projected_pegasus,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21672779466971326,per_constraint_standardized_rows_v1,True,1.7181379465041768,,,,,,,,
zephyr,16,mis,20,4,unbalanced,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-9.0,cplex_cache,min,1e-09,40,1048.576,0.226,0.0,0.001,1048.576,-9.0,-9.0,0.0,0.0,226,0.226,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3490658800393314,0.001,24,1.2,2,0.0004,0.008,2.828,1.8613562209690098,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,0.6708270494603724,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,20,4,projected_full,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-9.0,cplex_cache,min,1e-09,40,0.0,0.079,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,79,0.079,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2869198312236286,0.0,50,2.5,3,0.0052,0.099,2.8279999410565804,1.0270398812360895,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365278271594,,,,,,,,
zephyr,16,mis,20,4,projected_up_support,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-9.0,cplex_cache,min,1e-09,40,2097.152,0.064,0.0,0.002,2097.152,-9.0,-9.0,0.0,0.0,64,0.064,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2638888888888889,0.002,24,1.2,2,0.00065,0.013,2.8279999999910355,2.1715147695684127,32768,40,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036617924,,,,,,,,
zephyr,16,mis,20,4,projected_topology,seed_manifest,12275719983146199093,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,20,1048576,-9.0,cplex_cache,min,1e-09,40,0.0,0.072,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,72,0.072,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.38580246913580246,0.0,20,1.0,1,0.0,0.0,0.0,,32768,39,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.2165070820659811,per_constraint_standardized_rows_v1,True,1.732879768054167,,,,,,,,
chimera,16,mis,20,5,unbalanced,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-10.0,cplex_cache,min,1e-09,32,4194.304,0.118,0.0,0.004,4194.304,-10.0,-10.0,0.0,0.0,118,0.118,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3059322033898305,0.004,36,1.8,3,0.021849999999999998,0.368,1.6968168364855638,0.9729906997172081,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,1.0,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,20,5,projected_full,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-10.0,cplex_cache,min,1e-09,32,2097.152,0.063,0.0,0.002,2097.152,-10.0,-10.0,0.0,0.0,63,0.063,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.31746031746031744,0.002,122,6.1,7,0.032850000000000004,0.486,2.529440058785558,0.6732727225517114,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365211032127,,,,,,,,
chimera,16,mis,20,5,projected_up_support,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-10.0,cplex_cache,min,1e-09,32,5242.88,0.092,0.0,0.005,5242.88,-10.0,-10.0,0.0,0.0,92,0.092,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2619565217391305,0.005,34,1.7,3,0.004,0.079,2.529440096134604,1.030328303609396,32768,32,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036627585,,,,,,,,
chimera,16,mis,20,5,projected_topology,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,20,1048576,-10.0,cplex_cache,min,1e-09,32,1048.576,0.148,0.0,0.001,1048.576,-10.0,-10.0,0.0,0.0,148,0.148,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.35067567567567565,0.001,20,1.0,1,0.0,0.0,0.0,,32768,26,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.2162888739917425,per_constraint_standardized_rows_v1,True,1.1526795776766596,,,,,,,,
pegasus,16,mis,20,5,unbalanced,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-10.0,cplex_cache,min,1e-09,32,0.0,0.119,0.1,0.0,0.0,-10.0,-9.0,0.1,0.1,119,0.119,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.34537815126050414,0.0,23,1.15,2,0.00385,0.071,1.6968168364855638,1.8462495807855834,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,1.0,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,20,5,projected_full,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-10.0,cplex_cache,min,1e-09,32,3145.728,0.076,0.0,0.003,3145.728,-10.0,-10.0,0.0,0.0,76,0.076,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.28552631578947374,0.003,57,2.85,4,0.011800000000000001,0.215,2.529440058785558,0.6766250897260173,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365211032127,,,,,,,,
pegasus,16,mis,20,5,projected_up_support,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-10.0,cplex_cache,min,1e-09,32,1048.576,0.095,0.0,0.001,1048.576,-10.0,-10.0,0.0,0.0,95,0.095,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26526315789473687,0.001,21,1.05,2,0.0004,0.008,2.529440096134604,2.19372023378756,32768,32,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036627585,,,,,,,,
pegasus,16,mis,20,5,projected_topology,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,20,1048576,-10.0,cplex_cache,min,1e-09,32,2097.152,0.095,0.0,0.002,2097.152,-10.0,-10.0,0.0,0.0,95,0.095,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3021052631578947,0.002,20,1.0,1,0.0,0.0,0.0,,32768,38,projected_pegasus,projected_pegasus,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21672779466971326,per_constraint_standardized_rows_v1,True,1.150714669802559,,,,,,,,
zephyr,16,mis,20,5,unbalanced,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-10.0,cplex_cache,min,1e-09,32,2097.152,0.117,0.0,0.002,2097.152,-10.0,-10.0,0.0,0.0,117,0.117,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3324786324786324,0.002,21,1.05,2,0.0009,0.018,1.6968168364855638,1.8462495807855834,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,1.0,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,20,5,projected_full,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-10.0,cplex_cache,min,1e-09,32,2097.152,0.092,0.0,0.002,2097.152,-10.0,-10.0,0.0,0.0,92,0.092,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26413043478260867,0.002,49,2.45,3,0.0082,0.151,2.529440058785558,1.0303283022550291,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365211032127,,,,,,,,
zephyr,16,mis,20,5,projected_up_support,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-10.0,cplex_cache,min,1e-09,32,6291.456,0.104,0.0,0.006,6291.456,-10.0,-10.0,0.0,0.0,104,0.104,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.28076923076923077,0.006,21,1.05,2,0.0005,0.01,2.529440096134604,2.19372023378756,32768,32,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036627585,,,,,,,,
zephyr,16,mis,20,5,projected_topology,seed_manifest,2637724906309991497,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,20,1048576,-10.0,cplex_cache,min,1e-09,32,1048.576,0.104,0.0,0.001,1048.576,-10.0,-10.0,0.0,0.0,104,0.104,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3317307692307692,0.001,20,1.0,1,0.0,0.0,0.0,,32768,40,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.2165070820659811,per_constraint_standardized_rows_v1,True,1.1575627804348534,,,,,,,,
chimera,16,mis,20,6,unbalanced,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-11.0,cplex_cache,min,1e-09,26,0.0,0.104,0.09090909090909091,0.0,0.0,-11.0,-10.0,0.09090909090909091,0.09090909090909091,104,0.104,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3094405594405594,0.0,28,1.4,3,0.0165,0.279,1.529490027254824,1.0057860800785783,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,1.0,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,20,6,projected_full,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-11.0,cplex_cache,min,1e-09,26,2097.152,0.061,0.0,0.002,2097.152,-11.0,-11.0,0.0,0.0,61,0.061,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.34873323397913564,0.002,127,6.35,8,0.05675000000000001,0.695,2.280006456198859,0.6729454082349073,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365250492267,,,,,,,,
chimera,16,mis,20,6,projected_up_support,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-11.0,cplex_cache,min,1e-09,26,1048.576,0.093,0.0,0.001,1048.576,-11.0,-11.0,0.0,0.0,93,0.093,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.29325513196480946,0.001,31,1.55,2,0.007,0.131,2.2800064912092135,2.217215029880659,32768,26,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036637546,,,,,,,,
chimera,16,mis,20,6,projected_topology,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,20,1048576,-11.0,cplex_cache,min,1e-09,26,2097.152,0.117,0.0,0.002,2097.152,-11.0,-11.0,0.0,0.0,117,0.117,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.29914529914529914,0.002,20,1.0,1,0.0,0.0,0.0,,32768,27,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.2162888739917425,per_constraint_standardized_rows_v1,True,1.154270703554633,,,,,,,,
pegasus,16,mis,20,6,unbalanced,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-11.0,cplex_cache,min,1e-09,26,1048.576,0.115,0.0,0.001,1048.576,-11.0,-11.0,0.0,0.0,115,0.115,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3225296442687747,0.001,21,1.05,2,0.0022,0.044,1.529490027254824,2.0351229286267265,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,1.0,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,20,6,projected_full,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-11.0,cplex_cache,min,1e-09,26,1048.576,0.081,0.0,0.001,1048.576,-11.0,-11.0,0.0,0.0,81,0.081,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.28058361391694725,0.001,54,2.7,4,0.017400000000000002,0.293,2.280006456198859,1.0251067885108514,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365250492267,,,,,,,,
pegasus,16,mis,20,6,projected_up_support,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-11.0,cplex_cache,min,1e-09,26,1048.576,0.087,0.0,0.001,1048.576,-11.0,-11.0,0.0,0.0,87,0.087,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2664576802507837,0.001,22,1.1,2,0.0010500000000000002,0.021,2.2800064912092135,2.2172150301207654,32768,26,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036637546,,,,,,,,
pegasus,16,mis,20,6,projected_topology,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,20,1048576,-11.0,cplex_cache,min,1e-09,26,2097.152,0.095,0.0,0.002,2097.152,-11.0,-11.0,0.0,0.0,95,0.095,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3138755980861244,0.002,20,1.0,1,0.0,0.0,0.0,,32768,35,projected_pegasus,projected_pegasus,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21672779466971326,per_constraint_standardized_rows_v1,True,1.1271180393068758,,,,,,,,
zephyr,16,mis,20,6,unbalanced,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-11.0,cplex_cache,min,1e-09,26,0.0,0.122,0.09090909090909091,0.0,0.0,-11.0,-10.0,0.09090909090909091,0.09090909090909091,122,0.122,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3360655737704918,0.0,20,1.0,1,0.0,0.0,0.0,,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,1.0,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,20,6,projected_full,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-11.0,cplex_cache,min,1e-09,26,0.0,0.098,0.09090909090909091,0.0,0.0,-11.0,-10.0,0.09090909090909091,0.09090909090909091,98,0.098,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2903525046382188,0.0,48,2.4,3,0.01475,0.263,2.280006456198859,1.0337582383312287,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365250492267,,,,,,,,
zephyr,16,mis,20,6,projected_up_support,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-11.0,cplex_cache,min,1e-09,26,0.0,0.116,0.09090909090909091,0.0,0.0,-11.0,-10.0,0.09090909090909091,0.09090909090909091,116,0.116,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2884012539184953,0.0,20,1.0,1,0.0,0.0,0.0,,32768,26,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.21673921695684226,per_constraint_standardized_rows_v1,True,1.1192365036637546,,,,,,,,
zephyr,16,mis,20,6,projected_topology,seed_manifest,1045081784610198886,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,20,1048576,-11.0,cplex_cache,min,1e-09,26,4194.304,0.133,0.0,0.004,4194.304,-11.0,-11.0,0.0,0.0,133,0.133,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3144224196855776,0.004,20,1.0,1,0.0,0.0,0.0,,32768,37,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.2165070820659811,per_constraint_standardized_rows_v1,True,1.1514651939527196,,,,,,,,
