hardware_family,hardware_size,family,size,instance_index,method,projection_regime,projection_topology_family,instance_source,problem_seed,instance_manifest,comparison_family,comparison_mode,num_variables,num_states,reference_optimum_objective,reference_optimum_source,reference_objective_sense,reference_match_tolerance,num_inequality_quadratic_terms,sqa_logical_cop,sqa_fea,sqa_gap,optimum_probability,cop,true_optimum_objective,best_feasible_objective,best_feasible_gap,objective_gap,num_feasible_reads,feasible_read_fraction,sqa_num_reads,sqa_num_sweeps,sqa_num_sweeps_per_beta,sqa_chain_strength_fraction,sqa_schedule_id,sqa_schedule_kind,sqa_beta_scale,sqa_total_schedule_time,sqa_anneal_schedule,mean_sqa_energy_gap,sqa_optimum_rate,physical_qubits,mean_chain_length,max_chain_length,mean_chain_break_fraction,broken_read_rate,effective_chain_strength,embedded_chain_to_problem_ratio,qubo_normalization_scale,normalization_regime,per_constraint_standardization,projected_sample_size,projected_num_quadratic_couplers,projection_method,projection_summary_method,projection_measure,projection_selection_mode,projection_selection_source,projection_candidate_rank,projected_standardize,projection_target,projection_target_lambda1_shape,projection_target_lambda2_shape,projected_equality_multiplier,projected_inequality_multiplier,projected_initializer_equality_multiplier,projected_initializer_inequality_multiplier,up_equality_multiplier,up_inequality_multiplier,up_lambda1_shape,up_lambda2_shape,up_lambda_gauge,up_lambda0,up_lambda1,up_lambda2
zephyr,16,mis,8,6,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,14665383293623341304,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,11.008,0.32,0.0,0.043,11.008,-6.0,-6.0,0.0,0.0,320,0.32,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.27291666666666664,0.043,8,1.0,1,0.0,0.0,0.0,,1.0000000006706469,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,8,7,unbalanced,unbalanced,,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,16.64,0.336,0.0,0.065,16.64,-6.0,-6.0,0.0,0.0,336,0.336,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.24007936507936506,0.065,9,1.125,2,0.03275,0.262,0.5195419295441488,2.078167718176595,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,8,7,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,16.896,0.352,0.0,0.066,16.896,-6.0,-6.0,0.0,0.0,352,0.352,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.24384469696969696,0.066,8,1.0,1,0.0,0.0,0.0,,1.00000001721315,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,8,7,unbalanced,unbalanced,,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,21.76,0.404,0.0,0.085,21.76,-6.0,-6.0,0.0,0.0,404,0.404,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.23597359735973597,0.085,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,8,7,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,16.128,0.411,0.0,0.063,16.128,-6.0,-6.0,0.0,0.0,411,0.411,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2546634225466342,0.063,8,1.0,1,0.0,0.0,0.0,,1.0000000081497706,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,8,7,unbalanced,unbalanced,,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,21.76,0.404,0.0,0.085,21.76,-6.0,-6.0,0.0,0.0,404,0.404,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.23597359735973597,0.085,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,8,7,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,19.2,0.429,0.0,0.075,19.2,-6.0,-6.0,0.0,0.0,429,0.429,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2331002331002331,0.075,8,1.0,1,0.0,0.0,0.0,,1.0000000041737291,per_constraint_standardized_rows_v1,True,128,8,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,8,8,unbalanced,unbalanced,,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,16.64,0.386,0.0,0.065,16.64,-6.0,-6.0,0.0,0.0,386,0.386,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.25302245250431776,0.065,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,8,8,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,14.08,0.379,0.0,0.055,14.08,-6.0,-6.0,0.0,0.0,379,0.379,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26341248900615655,0.055,8,1.0,1,0.0,0.0,0.0,,1.000000005268521,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,8,8,unbalanced,unbalanced,,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,16.64,0.386,0.0,0.065,16.64,-6.0,-6.0,0.0,0.0,386,0.386,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.25302245250431776,0.065,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,8,8,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,14.08,0.379,0.0,0.055,14.08,-6.0,-6.0,0.0,0.0,379,0.379,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26341248900615655,0.055,8,1.0,1,0.0,0.0,0.0,,1.0000000030677587,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,8,8,unbalanced,unbalanced,,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,16.64,0.386,0.0,0.065,16.64,-6.0,-6.0,0.0,0.0,386,0.386,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.25302245250431776,0.065,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,8,8,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,14.08,0.379,0.0,0.055,14.08,-6.0,-6.0,0.0,0.0,379,0.379,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26341248900615655,0.055,8,1.0,1,0.0,0.0,0.0,,1.0000000030677587,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,8,9,unbalanced,unbalanced,,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,13.568,0.371,0.0,0.053,13.568,-6.0,-6.0,0.0,0.0,371,0.371,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.25202156334231807,0.053,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,8,9,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,17.92,0.409,0.0,0.07,17.92,-6.0,-6.0,0.0,0.0,409,0.409,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2656886715566422,0.07,8,1.0,1,0.0,0.0,0.0,,1.0000000015350317,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,8,9,unbalanced,unbalanced,,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,13.568,0.371,0.0,0.053,13.568,-6.0,-6.0,0.0,0.0,371,0.371,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.25202156334231807,0.053,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,8,9,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,17.92,0.409,0.0,0.07,17.92,-6.0,-6.0,0.0,0.0,409,0.409,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2656886715566422,0.07,8,1.0,1,0.0,0.0,0.0,,1.0000000015350317,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,8,9,unbalanced,unbalanced,,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,13.568,0.371,0.0,0.053,13.568,-6.0,-6.0,0.0,0.0,371,0.371,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.25202156334231807,0.053,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,8,9,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,17.92,0.409,0.0,0.07,17.92,-6.0,-6.0,0.0,0.0,409,0.409,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2656886715566422,0.07,8,1.0,1,0.0,0.0,0.0,,1.0000000015350317,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,8,10,unbalanced,unbalanced,,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,12.288,0.334,0.0,0.048,12.288,-6.0,-6.0,0.0,0.0,334,0.334,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26447105788423153,0.048,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,8,10,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,14.08,0.355,0.0,0.055,14.08,-6.0,-6.0,0.0,0.0,355,0.355,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26854460093896715,0.055,8,1.0,1,0.0,0.0,0.0,,1.0000000003345246,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,8,10,unbalanced,unbalanced,,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,12.288,0.334,0.0,0.048,12.288,-6.0,-6.0,0.0,0.0,334,0.334,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26447105788423153,0.048,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,8,10,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,14.08,0.355,0.0,0.055,14.08,-6.0,-6.0,0.0,0.0,355,0.355,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26854460093896715,0.055,8,1.0,1,0.0,0.0,0.0,,0.9999999993818859,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,8,10,unbalanced,unbalanced,,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,12.288,0.334,0.0,0.048,12.288,-6.0,-6.0,0.0,0.0,334,0.334,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26447105788423153,0.048,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,8,10,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,14.08,0.355,0.0,0.055,14.08,-6.0,-6.0,0.0,0.0,355,0.355,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.26854460093896715,0.055,8,1.0,1,0.0,0.0,0.0,,1.0000000003345246,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,8,11,unbalanced,unbalanced,,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,9.728,0.329,0.0,0.038,9.728,-6.0,-6.0,0.0,0.0,329,0.329,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2811550151975684,0.038,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,8,11,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,9.472,0.301,0.0,0.037,9.472,-6.0,-6.0,0.0,0.0,301,0.301,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2851605758582503,0.037,8,1.0,1,0.0,0.0,0.0,,1.0000000029193599,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,8,11,unbalanced,unbalanced,,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,9.728,0.329,0.0,0.038,9.728,-6.0,-6.0,0.0,0.0,329,0.329,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2811550151975684,0.038,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,8,11,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,9.472,0.301,0.0,0.037,9.472,-6.0,-6.0,0.0,0.0,301,0.301,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2851605758582503,0.037,8,1.0,1,0.0,0.0,0.0,,1.000000002922408,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,8,11,unbalanced,unbalanced,,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,9.728,0.329,0.0,0.038,9.728,-6.0,-6.0,0.0,0.0,329,0.329,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2811550151975684,0.038,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,8,11,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-6.0,cplex_cache,min,1e-09,3,9.472,0.301,0.0,0.037,9.472,-6.0,-6.0,0.0,0.0,301,0.301,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2851605758582503,0.037,8,1.0,1,0.0,0.0,0.0,,1.0000000029193599,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,8,12,unbalanced,unbalanced,,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-5.0,cplex_cache,min,1e-09,5,10.24,0.239,0.0,0.04,10.24,-5.0,-5.0,0.0,0.0,239,0.239,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2778242677824268,0.04,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,8,12,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-5.0,cplex_cache,min,1e-09,5,13.824,0.238,0.0,0.054,13.824,-5.0,-5.0,0.0,0.0,238,0.238,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2672268907563025,0.054,8,1.0,1,0.0,0.0,0.0,,1.0000000008759766,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,8,12,unbalanced,unbalanced,,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-5.0,cplex_cache,min,1e-09,5,10.24,0.239,0.0,0.04,10.24,-5.0,-5.0,0.0,0.0,239,0.239,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2778242677824268,0.04,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,8,12,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-5.0,cplex_cache,min,1e-09,5,13.824,0.238,0.0,0.054,13.824,-5.0,-5.0,0.0,0.0,238,0.238,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2672268907563025,0.054,8,1.0,1,0.0,0.0,0.0,,0.999999999879846,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,8,12,unbalanced,unbalanced,,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-5.0,cplex_cache,min,1e-09,5,10.24,0.239,0.0,0.04,10.24,-5.0,-5.0,0.0,0.0,239,0.239,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2778242677824268,0.04,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,8,12,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-5.0,cplex_cache,min,1e-09,5,13.824,0.238,0.0,0.054,13.824,-5.0,-5.0,0.0,0.0,238,0.238,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2672268907563025,0.054,8,1.0,1,0.0,0.0,0.0,,0.999999999879846,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,8,13,unbalanced,unbalanced,,seed_manifest,6978454894581068826,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,8,256,-5.0,cplex_cache,min,1e-09,5,5.12,0.208,0.0,0.02,5.12,-5.0,-5.0,0.0,0.0,208,0.208,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.326923076923077,0.02,8,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
